"WORD_ID","WORD","PART_OF_SPEECH","PRONUNCIATION","TRANSLATION","TRANSLATION_2","CATEGORIES","NOTE","ACKNOWLEDGEMENT","FOR_KIDS","AUDIO_TITLE","AUDIO_FILENAME","IMG_TITLE","IMG_FILENAME","IMG_SOURCE","RELATED_PHRASE","RELATED_PHRASE_TRANSLATION","RELATED_PHRASE_ACKNOWLEDGEMENT","RELATED_PHRASE_AUDIO_TITLE","RELATED_PHRASE_AUDIO_FILENAME","USERNAME","CONTRIBUTOR","DATE_CREATED","DATE_MODIFIED"
"b4ab3bda-d4eb-4940-9d54-2182b78ea36d","yełk","intransitive_verb","yełk","smooth","","States","","Dunn, Practical Dictionary entry: 2232.","1","Person saying: yełk","yelk-dl-hb-03.wav","","","","'Lii yełga ha'litxooxk.","The table is smooth.","","Spoken example sentence with word: yełk","yelk-dl-hb-03.wav","admin","","2003-12-11T17:10:31Z","2022-02-23T18:40:33Z"
"0e8ea1a9-3611-49b1-8330-a01b60990916","ma̱g̱oonsk","intransitive_verb","ma̱/*g̱oonsk","explain/make sure","","Speech And Language","","Dunn, Practical Dictionary entry: 1376.","1","Person saying: ma̱g̱oonsk","m-magonsk-tomakesure-vn-hb-2015.wav","Image depicting: ","GEOGRAPHY_TEACHER_2.jpg","Image from PAP v23, Bonus Graphics CD.","Dm 'ap ma̱g̱oonsgn.","You will make sure.","","Spoken example sentence with word: ma̱g̱oonsk","magonsk-vn-hb-01.wav","admin","","2001-01-04T23:12:35Z","2022-07-09T02:36:05Z"
"1f4d4044-aa86-4e26-8a06-c3f7d6707516","ma̱g̱oonsk","transitive_verb","ma̱/*g̱oonsk","find out; research","","Thinking/Feeling,Activities","","Dunn, Practical Dictionary entry: 1376.","1","Person saying: ma̱g̱oonsk","m-magonsk-tomakesure-vn-hb-2015.wav","","","","Aam wila loo sila waalm ma̱g̱onsgit a goo 'wah wilaayt.","My co-workers do good thorough research of what they don't understand.","","","","admin","","2001-01-04T23:12:35Z","2022-07-09T02:36:05Z"
"791f5dba-90f3-4b39-8fb3-26d2b51a3d1b","dzog̱a","modifier_noun","*dzog̱a","edge of something (such as the edge of a table); edge","","Activities,Motion,Nature/Environment,States,Place/Location","","Dunn, Practical Dictionary entry: 1855. Dunn, Practical Dictionary entry: 1530.","1","Person saying: dzog̱a","636894826072109457dzox.wav","Image depicting: ","Unit_5-_other-_you_are_too_near.jpg","Image courtesy of Aboriginal Ed, SD 52","Dzog̱a t'aa wil t'uks haytga wa̱n.","The deer stood on the edge of the lake.","Perry Reece, txałgiiw","Spoken example sentence with word: dzog̱a","dzog_a_t'aa-pr-hb-01.wav","admin","","2005-04-12T18:23:01Z","2021-07-26T02:11:48Z"
"a2b01058-b027-4a77-a97a-415e342a3e5b","diles","noun","di/*les","Canadian gooseberry; gooseberry","","Plants,Food,Food Plants,Shrubs","","","1","Person saying: diles","dales-dr-hb-01.wav","","","","Heelda diles da txa̱ gyilhawli na waabu.","There are lots of gooseberries behind my house.","","Spoken example sentence with word: diles","dales-dr-hb-01.wav","admin","","2001-01-04T22:50:51Z","2020-05-04T20:13:16Z"
"5cf10382-8da9-40bd-b5e6-d23455134c09","siits","noun","","sheets","","Clothing","","","1","","","Image depicting: ","BED_SHEETS_&_PILLOWCASE.jpg","Image from PAP v23, Bonus Graphics CD.","'Lii beła siits.","Spread sheets on it.""","HB 007 C 28.1","","","admin","","2003-11-23T04:34:10Z","2022-04-27T19:29:15Z"
"dfcb95aa-fd90-4bab-81f0-6e648d91a4fe","sgwa'yn","intransitive_verb","","stop doing something","","","","","1","","","Image depicting: ","MOUNTAIN_CLIMBER_RESTING_2.jpg","Image from PAP v23, Bonus Graphics CD.","K'a sgwa'yn goo dzabn.","Stop what you are doing.","","","","admin","","2009-12-26T18:28:49Z","2022-05-22T23:07:14Z"
"bfb9f679-e93a-4ccf-9852-57782cd852fd","g̱ayna̱","intransitive_verb","*g̱ay/na̱","fall down","","Activities,Motion","","","1","Person saying: g̱ayna̱","gayna-1-bb-hb-01.wav","Image depicting: ","Waterscape_1160.jpg","Image from PAP v23, Supplementary Graphics CD.","G̱ayna ha'luyooksa.","The mop fell over.","","","","admin","","2001-01-04T22:56:41Z","2020-05-04T20:19:05Z"
"a4e78f0c-1540-441d-a0ab-0ec457fa04bb","nagüütk","noun","","beaver dam","","","","","1","","","","","","ada wilt p'il'oosga na nagüütgit ","then they would make a break in the beaver dam ","Beynon m 117.1","","","admin","","2021-11-01T17:22:20Z","2022-06-26T19:47:12Z"
"01fc32b2-e3a2-4ef9-80f9-e39626e8385f","ha'libałnsk","","","drying boards","","","","","1","","","","","","Łat gyilks di yilyeltga na güüdisgit, dawilat siluunt da la̱x ha'libełnsk,","When they returned again from gathering it then it was dried on the drying boards,","Wa̱p Sig 54.1","","","admin","","2016-03-18T21:20:07Z","2021-11-15T03:47:57Z"
"19db10a4-7615-428f-9309-6e59baa50321","huk aluḵ'oł","noun","","fast runners (pl.)","","","","Dunn, Practical Dictionary entry: 813.","1","","","Image depicting: ","JOGGING_20.jpg","Image from PAP v23, Bonus Graphics CD.","Huk aluḵ'oła dip Dudzi dis Marii.","Dudzi and Marie were fast runners.","","","","admin","","2009-06-24T15:26:24Z","2022-10-31T16:49:20Z"
"c313fd11-b483-4f68-b433-23f5cfe232da","nts'ooł","noun","n/*ts'ooł","niche ","","States,Buildings","","Dunn, Practical Dictionary entry: 1563.  Dunn, Practical Dictionary entry: 1564.","1","Person saying: nts'ooł","nts'ool-mb-tak-02.wav","Image depicting: ","'ntanool_.jpg","","... nts'ooła liksoox","... behind the door","Mary Booth, Takwan","Spoken example sentence with word: nts'ooł","nts'ool-mb-tak-02.wav","admin","","2003-11-18T22:32:52Z","2022-09-14T18:08:57Z"
"30999fc8-abe3-4050-ae69-292530989ce4","g̱ol","intransitive_verb","g̱ol","ruined; tumbledown (of a building)","","Activities,Motion,Buildings","","","1","Person saying: g̱ol","gol-bb-hb-01.wav","Image depicting: ","Rural_121.jpg","Image from PAP v23, Supplementary Graphics CD.","Ładm g̱olksa na waaps John.","John's house is going to be destroyed.","","Spoken example sentence with word: g̱ol","gol-bb-hb-01.wav","admin","","2001-01-04T22:56:50Z","2020-05-04T20:19:05Z"
"a79ffd0a-2265-4e42-8e40-b762f816db85","lunda 'wit'waa","intransitive_verb","","meet up","","","","","1","","","","","","Lunda 'wit'waada dip Dzon dis Meli.","John and Mary met up.","","Spoken example sentence with word: lunda 'wit'waa","637989453494240917A_LexExampleSentence.wav","admin","","2016-04-03T18:53:34Z","2022-09-16T17:15:09Z"
"24bdf561-4c1a-4553-9f62-9b97716e84a6","ts'mluulp","noun","ts'm/*luulp","fish trap; horseshoe rock trap","","Fishing/Hunting,Gathering and Making","","Dunn, Practical Dictionary entry: 1253.  Dunn, Practical Dictionary entry: 1955.  Dunn, Practical Dictionary entry: 1956.","1","Person saying: ts'mluulp","ts'mluulp-dl-hb-01.wav","","","","Heelda 'ma̱gm hoon da ts'mluulp.","We caught lots of fish in the trap.","","Spoken example sentence with word: ts'mluulp","ts'mluulp-dl-hb-01.wav","admin","","2003-10-26T16:32:33Z","2020-05-04T20:27:55Z"
"d3d7cee1-201a-463a-8f87-45d5ea3fb3e2","płanaaw","noun","","torso","","","","","1","","","","","","ada wil sa oksa na płanaawt ada libag̱ayt 'yax'yag̱a na t'mg̱awst.","the body fell on the ground and the head hung suspended. ","Beynon m 96.1","","","admin","","2022-06-03T21:01:28Z","2022-06-03T21:02:32Z"
"fbfbba8c-e801-487b-accb-3b083a659914","ḵ'oolda̱'on","number","ḵ'ool/da̱/*'on","six (measures - full arm span); six fathoms","","States,Numbers","","Dunn, Practical Dictionary entry: 929.","1","Person saying: ḵ'oolda̱'on","k'oolda'on-dl-hb-01.wav","","","","Ḵ'oolda̱'on sg̱a łaba aat.","The net is six fathoms deep.","","Spoken example sentence with word: ḵ'oolda̱'on","k'oolda'on-dl-hb-01.wav","admin","","2001-01-04T23:04:41Z","2020-05-04T20:21:22Z"
"a4a01f24-0e36-41fa-8c6e-0617ac9f6b3e","kwduun=","modifier_noun","kwduun","around","","Activities,Motion,States","","","1","Person saying: kwduun=","kwduun-dl-hb-01.wav","Image depicting: ","Nautical_0110.jpg","Image from PAP v23, Supplementary Images CD.","Dm tgu yaa'nu da kwduun wa̱p suwilaaymsk.","I am going to walk around the school","","Spoken example sentence with word: kwduun=","kwduun-dl-hb-01.wav","admin","","2001-01-04T23:03:00Z","2022-04-28T16:09:19Z"
"c5a13396-91f2-438b-8f13-428ae236ed56","smhawks","noun","sm/*hawks","belief","","Thinking/Feeling","","Dunn, Practical Dictionary entry: 1733. Dunn, Practical Dictionary entry: 1516.","1","Person saying: smhawks","nasmhawks-mb-tak-02.wav","","","","""Ałga di sm hawksi ał dmt da'axłga łgu loop n'waan ał dm dit dzakwdi.""","""I don't believe that the little rock you have would be able to kill me.""","Beynon m 609.1","","","admin","","2003-11-23T05:51:24Z","2022-04-24T23:26:49Z"
"57871295-f920-4204-bef7-af9e5539c5cc","smhawks","intransitive_verb","sm/*hawks","believe, trust","","Thinking/Feeling,Spiritual Beliefs","","Dunn, Practical Dictionary entry: 1733. Dunn, Practical Dictionary entry: 1516.","1","Person saying: smhawks","nasmhawks-mb-tak-02.wav","","","","Smhawksa'nu da k'wan.","I believe you.","","","","admin","","2003-11-23T05:51:24Z","2022-04-24T23:26:49Z"
"1648341c-7c6b-4374-b073-71974d28e579","sits'a̱ks","intransitive_verb","","threaten","","","","","1","","","","","","g̱an wilaaysga hana̱'a̱x Hana'mux ła sits'a̱ksm algya̱x "," So Hana'mux knew that this was a threatening  warning ","Beynon m 29.1","","","admin","","2021-06-18T16:49:20Z","2022-04-24T20:11:59Z"
"5bffa360-5d91-4316-93a8-b864e5af8348","g̱a̱lgaayłk","intransitive_verb","","call for aid, call for assistance, implore","","","","","1","","","","","","Ada nwil gyik g̱algaayłga sm'ooygidm Gitḵ'a'ata ","And that’s when the chief of the Gitḵ’a’ata again called for assistance","Beynon m 167.1","","","admin","","2018-03-13T18:03:51Z","2018-11-24T21:37:51Z"
"f7dbaa16-86d4-4307-a9c0-3c67fb606fbe","*'yaayx","transitive_verb","","check things out","","","","","1","Person saying: *'yaayx","637701861863814111'yaayx.wav","","","","ada 'yaayxsga na dzeeyełu, ","checking my traps","Mildred  9.1","","","admin","","2010-06-23T21:12:14Z","2022-02-20T22:39:58Z"
"71c0857a-746e-4c5b-98f5-07c22a2d1498","sg̱a̱da̱m","transitive_verb","","squeeze","","","","","1","Person saying: sg̱a̱da̱m","637707939665928043sg̱a̱da̱m.wav","","","","ada midm sg̱ada̱m na k'oop'nt ada ładm g̱awdi naa ksinaałgit,","and you will squeeze his gullet and just as it seems as if all his breath is gone","Beynon m 143.1","Spoken example sentence with word: sg̱a̱da̱m","637707940747358645A_LexExampleSentence.wav","admin","","2014-02-07T22:35:31Z","2018-11-24T21:37:51Z"
"5e0e716c-2d59-4458-8bf1-3a0dfc8fa08a","sa'altk","transitive_verb","sa'altk","realize","","Thinking/Feeling","","","1","Person saying: sa'altk","sa'altk-dl-hb-03.wav","","","","ada sm ałga ḵ'amt sa'altga La̱xgyibuu ła wil sag̱ayt yaat","and the Wolf Clan didn’t realize they had gathered together","Beynon m 79.1","","","admin","","2003-11-22T16:58:21Z","2022-06-24T20:52:56Z"
"d8cec658-49b7-4bca-9931-0cdbae6dbccb","ludaaltk","transitive_verb","lu/*daaltk","meet; encounter; run into; greet; (including when two boats going opposite directions meet in passing, or when people walking meet in passing)","","Activities","","Dunn, Practical Dictionary entry: 1199.","1","Person saying: ludaaltk","ludaaltk-em-hb-02.wav_daaltk-dr-hb-01.wav","Image depicting: ","HANDSHAKE_1.jpg","Image from PAP v23, Bonus Graphics CD.","Ludaaltgu sa̱xs ts'ipdeeks'aa a awaa Txałgiiw.","I met a tug boat by Hartley Bay.","","Spoken example sentence with word: ludaaltk","ludaaltk-em-hb-02.wav","admin","","2003-11-13T08:27:51Z","2022-12-09T21:42:30Z"
"97e094ee-4056-4ec7-a948-99e9fe1b2f14","tsik'a'aam","","","licorice root","","","","","1","Person saying: tsik'a'aam","ts'iga'aam.wav","","","","Txal aam ts'ik'a'aam da k'wan.","Licorice root is good for you.","","","","admin","","2010-04-10T21:53:47Z","2022-04-20T17:06:49Z"
"d7032597-9217-4a09-81e8-436b4f5b108a","siluunk'm hoon","intransitive_verb","","dried fish","","","","","1","","","","","","Heelda siluunk'm hoons K'yinaxhoontk.","K'yinaxhoontk has lots of dried fish.","","","","admin","","2013-10-18T16:45:25Z","2022-05-25T18:13:26Z"
"44290869-5907-433d-945f-db6e052b310a","ḵ'alp la̱xla̱x","intransitive_verb","","fall backwards","","","","","1","","","","","","ada dm ḵ'alp la̱xla̱g̱m dzaga łguwaalksikga moḵ'nsm,"," and the Prince you have on board will fall back dead.","Beynon m 134.1","","","admin","","2021-08-27T18:06:41Z","2022-10-05T18:44:08Z"
"20b37640-9877-4251-a05c-d7ba78296415","spa̱g̱ayt=","modifier_noun","spa̱/*g̱ayt","among; between","","Nature/Environment,States,Place/Location","","Dunn, Practical Dictionary entry 1753.","1","","","Image depicting: ","Unit_3-_other-_Between.jpg","Image courtesy of Aboriginal Ed, SD 52","Spa̱g̱ayt Düdoo wil wuwaal g̱oots Samson.","Samson's heart is among the Vancouver Island people.","","","","admin","","2003-11-14T18:30:38Z","2022-04-14T01:13:14Z"
"56dc6932-af44-4ce6-bde7-5ca8542b6f3e","t'agyilsk","noun","","bundle of dried berries","","","","","1","","","","","","Da nagwaada sup'asm 'yuuta t'in 'woo na wilwilaaysga łguułgm 'yuut, dat pliyaaẅt ndeh sg̱abuu łyoon, ndeh sg̱abuu unüüng̱m ḵ'awts'i, inta moolks, inta łaaya ada t'agyilsgm maay.","And the father of the young man was the one who invited the relatives of his son, and told him how many elk skins, how many boxes of grease, boxes of crabapples, boxes of highbush cranberries, boxes of dried berries and bundles of dried berries","Beynon m 59.1","","","admin","","2017-03-17T23:52:09Z","2022-03-31T01:25:47Z"
"f3dc2940-c8c0-4f41-b5b3-29b590fe161a","g̱ayłmsup","noun","g̱aay/łm/*sup","soup bowl","","Food,Tools/Implements","","","1","Person saying: g̱ayłmsup","gaaylmsuup-ab-ps-01.wav","","","","Ho'on g̱ayłm xsup.","Fill the soup bowl.","","Spoken example sentence with word: g̱ayłmsup","gaaylmsuup-ab-ps-01.wav","admin","","2001-01-04T22:54:10Z","2020-05-04T20:13:16Z"
"26758809-cf0e-4088-8c10-5d172daf7a34","k'aalgmg̱aws","noun","*k'aal/gm/*g̱aws","hummingbird","","Birds,Animals","","","1","","","Image depicting: ","Hummingbird_2.jpg","Image from PAP v23, Supplementary Graphics CD.","Amama̱xsa k'aalgmg̱aws.","Hummingbirds are pretty.","","","","admin","","2003-11-09T04:39:17Z","2020-05-03T02:36:55Z"
"3454d9e2-0778-4a7c-97d8-cd864cf658c8","aam g̱a̱g̱oot","","","happy (pl.)","","","","","1","Person saying: aam g̱a̱g̱oot","636937238899909807aam_g̱a̱g̱oot.wav","","","","Aam g̱a̱g̱ooda k'abatgüüłk.","The children are happy.","","","","admin","","2018-10-09T01:23:53Z","2022-11-30T17:23:31Z"
"017cc5a7-2001-488e-b542-ee9d71d226f5","k'yinaa","pronoun","k'yi/*naa","somebody; someone (used either when you don't know who it is, or don't want to say who is being referred to)","","","","","1","Person saying: k'yinaa","k'yinaa-dl-hb-01.wav","Image depicting: ","Unit_6-_other-_somebody.jpg","Image courtesy of Aboriginal Ed, SD 52","Ła hashosk dip k'yinaa, ałga aamł wila waalt, ła dm bisbasaxgit.","They are having trouble, things aren't going well and they will separate soon.","","Spoken example sentence with word: k'yinaa","k'yinaa-dl-hb-01.wav","admin","","2001-01-04T23:03:29Z","2022-10-07T20:11:29Z"
"bfc9977e-9a6d-433f-bb70-f9929b8a345d","ba̱xma̱x","transitive_verb","ba̱x/*ma̱x","erect; put up","","Activities,Motion","","","1","Person saying: ba̱xma̱x","baxmax-pr-hb-01.wav","","","","Dziła gyik g̱a̱nuutk dm dip ba̱xma̱g̱a nloops Ḵayaalgwa̱x.","Next week we will put Ḵayaalgwa̱x’s headstone up.","","Spoken example sentence with word: ba̱xma̱x","baxmax-pr-hb-01.wav","admin","","2003-10-19T14:42:41Z","2021-08-26T18:15:09Z"
"321e8d2b-62e5-42ec-bee0-1ba8e036addb","ba̱xma̱x","transitive_verb","ba̱x/*ma̱x","bring something up","","","","","1","Person saying: ba̱xma̱x","baxmax-pr-hb-01.wav","","","","Dm ba̱xma̱xdu ligi goo dm gabas Dzoots.","I am going to bring something up for George to eat.","","","","admin","","2003-10-19T14:42:41Z","2021-08-26T18:15:09Z"
"00291432-e9d6-4a05-826d-0991fb0e3272","g̱a̱huust","noun","","roots (pl.)","","","","Dunn, Practical Dictionary entry: 332.","1","","","Image depicting: ","Unit_8_-object-_roots.jpg","Image courtesy of Aboriginal Ed, SD 52","","","","","","admin","","2009-06-02T19:35:05Z","2018-11-24T21:37:51Z"
"91fd1ab9-4967-496f-b086-5a518b8e1167","ts'eex","transitive_verb","","lick","","Food,Body","","","1","","","Image depicting: ","BOY_LICKING_ICE_CREAM.jpg","Image from PAP v23, Bonus Graphics CD.","Luts'eeg̱as Madzi na g̱a̱lm sikeeks noot.","Marjie licked out her mother's cake-mixing bowl.","","","","admin","","2010-06-24T16:36:37Z","2022-03-28T02:23:07Z"
"e46d19e5-fef3-4074-a747-2488f43f247d","dzots","noun","","church","","Spiritual Beliefs,Buildings","","","1","Person saying: dzots","636894821856788161dzots.wav","","","","Ada hasaxs Chris dm lutgu łootkgit da ts'm wap dzots.","And Chris wanted to crawl around in the church.","Fumiko S 333.1    Draft Dictionary entry.","Spoken example sentence with word: dzots","636894822134085550A_LexExampleSentence.wav","admin","","2003-11-29T17:39:22Z","2020-05-04T19:40:30Z"
"98068797-1fa1-48b2-af2f-f420464df87f","g̱olks","noun","g̱olks","scarf; kerchief; handkerchief (made of light-weight material)","","Clothing","","","1","Person saying: g̱olks","golks-bb-hb-01.wav","Image depicting: ","Unit_2-_object-_scarf.jpg","Image courtesy of Aboriginal Ed, SD 52","Luk'wil amap'asa g̱olksn.","Your scarf is very pretty.","","Spoken example sentence with word: g̱olks","golks-bb-hb-01.wav","admin","","2001-01-04T22:56:51Z","2022-04-27T21:28:56Z"
"e06718a7-8a28-4d59-abe0-935cfeaf995a","g̱a̱yuu noołgit","noun","","drummers","","","","","1","","","","","","","","","","","admin","","2022-05-06T20:41:02Z","2022-05-06T20:41:46Z"
"40a183ec-7761-4661-8629-93cb9865f5f4","wa̱p saksilsk","noun","*wa̱p/*sak/silsk","cleaners","","Buildings","","","1","","","","","","Ts'ilm ma̱xdu gwida'ats'u a wa̱p saksilsk.","I put my coat in the cleaners.","","","","admin","","2003-11-29T08:35:04Z","2020-05-04T19:40:30Z"
"4f0c83b8-5b32-4e3a-9de1-27ad52414b16","muu","noun","muu","earring","","Clothing,Body,Body Parts,Spiritual Beliefs","","","1","","","","","","Gyiigu muu da naksu.","I bought earrings for my wife.","","","","admin","","2001-01-04T23:15:34Z","2022-07-01T22:20:29Z"
"109d4b7e-f379-47a0-b878-22555d248e74","muu","noun","muu","earlobe","","Body,Body Parts","","","1","","","","","","","","","","","admin","","2001-01-04T23:15:34Z","2022-07-01T22:20:29Z"
"1c9b80dc-279f-4207-981b-d87cfa19863f","luspa̱g̱a̱ gwa̱'a̱ dił ___","conjunction","lu/*spa̱/g̱a̱/*gwa̱'a̱/dił","between here and __","","Conjunctions,Nature/Environment,States,Place/Location","","Dunn, Practical Dictionary entry: 1241.","1","Person saying: luspa̱g̱a̱ gwa̱'a̱ dił ___","luspagagwa'adil-em-hb-02.wav","","","","Lu spa̱g̱a̱ gwa̱'a̱ dił Kłu'nagit wil tgidaawła boot.","Between here and Long Inlet is where the boat went down.","","Spoken example sentence with word: luspa̱g̱a̱ gwa̱'a̱ dił ___","luspagagwa'adil-em-hb-02.wav","admin","","2003-11-14T18:39:55Z","2020-05-04T20:21:22Z"
"7629b422-8207-4cba-a8eb-b428eb356edd","ha'ligyet","noun","ha/'li/*gyet","birthday","","Nature/Environment,Time,States,Seasons","","","1","Person saying: ha'ligyet","ha'ligyet-mw-hb-01.wav","Image depicting: ","GIRL_CARRYING_CAKE.jpg","Image from PAP v23, Bonus Graphics CD.","Ama ha'ligyeda das 'nüün.","Happy birthday to you.","","","","admin","","2003-11-01T02:59:46Z","2020-05-04T20:25:34Z"
"ec3aba62-eb7c-41a3-8d18-0c9e6f26d494","na'waan","noun","","possessions, what you have","","","","","1","","","","","","""Kidi ts'üü sg̱a̱ 'wiit'a sg̱a g̱axts'ii, 'wiit'a gyoosda na'waans Frank,"" daya.","""The kelps that Frank brought in were amazingly thick,"" she said.","HB 007 C 209.1","","","admin","","2013-11-29T19:46:10Z","2022-06-26T23:48:02Z"
"408e1596-fe89-4500-a667-282e4d4dd73d","heelt","intransitive_verb","heelt","many; much; lot(s) of","","States","","Dunn, Practical Dictionary entry: 800.","1","Person saying: heelt","heelt.wav","Image depicting: ","heelda_anaay2.jpg","Heelda anaay.","Sag̱ayt heelda g̱aydmboosn das Charlie.","Charlie has a lot of stetson hats.","","","","admin","","2001-01-04T22:59:51Z","2022-11-11T19:37:32Z"
"c6068487-e7b3-44bc-932a-225d313d66e7","hat'a̱xk","intransitive_verb","ha/*t'a̱xk","bad","","States","","Dunn, Practical Dictionary entry: 774.","1","Person saying: hat'a̱xk","hat'axk.wav","Image depicting: ","CRIME_3.jpg","Image from PAP v23, Bonus Graphics CD.","Hat'a̱xga sami awaan, gyiloom dza ga̱pt.","That meat is bad, don't eat it.","","","","admin","","2001-01-04T22:59:15Z","2021-09-15T17:00:56Z"
"93232042-a9f0-4d3c-8d38-d75e301655aa","ts'mksiyets","intransitive_verb","ts'm/ksi/*yets","hollowed out","","States","","Dunn, Practical Dictionary entry: 1739.  Dunn, Practical Dictionary entry: 1954.","1","Person saying: ts'mksiyets","ts'mksiyets-dl-hb-03.wav","","","","Ts'mksiyets wil ludoo dzeeyeł.","All the traps are in a hollowed out place.","","Spoken example sentence with word: ts'mksiyets","ts'mksiyets-dl-hb-03.wav","admin","","2003-11-29T03:12:10Z","2020-05-04T20:21:22Z"
"c31424ea-fd7a-4a22-9414-d1d1a8ecc534","gyiik","noun","gyiik","hemlock; usage: You put hemlock branches in the ocean to get herring eggs.","","Plants,Trees","","Dunn, Practical Dictionary entry: 639. ","1","Person saying: gyiik","gyiik3-db-kk-03.wav","Image depicting: ","tsuga_heterophylla2.jpg","Photograph courtesy of Nancy Turner.","Luk'wil p'algya̱xsga gyiik.","Hemlock wood is very heavy.","","Spoken example sentence with word: gyiik","gyiik3-db-kk-03.wav","admin","","2001-01-04T22:53:15Z","2021-08-10T02:14:21Z"
"4a964b41-074c-4ab4-abfa-88a678348c32","agwi nikt'aa","noun","a/gwi/nik/*t'aa","great-aunt","","Human Relations,Government,Kinship Terms","","","1","Person saying: agwi nikt'aa","agwinikd'aa-vn-hb-01.wav","","","","Ładm g̱oydiks di agwi nikt'aayu","My great Auntie is coming.","","Spoken example sentence with word: agwi nikt'aa","agwinikd'aa-vn-hb-01.wav","admin","","2003-10-19T02:26:08Z","2022-12-14T19:01:25Z"
"9d9040c0-5375-438e-8579-2baf2ac0362e","ba̱xyaa","intransitive_verb","ba̱x/*yaa","go up; walk up","","Activities,Motion","","Dunn, Practical Dictionary entry: 147.","1","Person saying: ba̱xyaa","baxyaa-pr-hb-01.wav","","","","'Nadoosda wil ba̱xyaa 'wii wa̱n.","The big deer walked up, across there.","","Spoken example sentence with word: ba̱xyaa","baxyaa-pr-hb-01.wav","admin","","2002-11-11T04:15:41Z","2020-05-04T20:19:05Z"
"0b7af95e-dd06-48b6-a532-68b524097510","yaawkw","intransitive_verb","","move","","","","Dunn, Practical Dictionary entry: 451.  Dunn, Practical Dictionary entry: 1534.","1","","","","","","'Nii sit'aatgit a taym gwii, da'axłga gyet dmt sa̱xdoo amgyeeka da ła 'yag̱ayaawgwa aks, sg̱a'nak dza aka gwin ksg̱ooxs Txeemsm!","Since that time, people have been able to gather seafood when the tide goes out, as long as Txeemsm hasn't gotten there first! ","Wa̱p Sig 42.1","","","admin","","2003-10-21T02:43:32Z","2022-03-04T21:22:28Z"
"e79db191-55ae-4e9f-996c-15a262ead682","yaawkw","transitive_verb","","hold","","Activities","","Dunn, Practical Dictionary entry: 451.  Dunn, Practical Dictionary entry: 1534.","1","","","","","","adat hał yaagwit a dzoga la̱k,","and held it next to the fire,","Beynon m 94.1","","","admin","","2003-10-21T02:43:32Z","2022-03-04T21:22:28Z"
"090ddd14-9a55-4d44-b692-8efd9a4945f9","ts'ilm ma̱x","transitive_verb","ts'i/lm/*ma̱x","put in","","Activities","","Dunn, Practical Dictionary entry: 1943.","1","Person saying: ts'ilm ma̱x","ts'ilm'max-dl-hb-01.wav","Image depicting: ","FATHER_&_SON_PACKING.jpg","Image from PAP v23, Bonus Graphics CD.","Ts'ilm ma̱xdu łgu hoon; dm ga̱bm dziła hup'l.","I put a fish in (the oven); we are going to eat it tonight.","","Spoken example sentence with word: ts'ilm ma̱x","ts'ilm'max-dl-hb-01.wav","admin","","2003-11-28T06:14:47Z","2020-05-04T20:17:47Z"
"85b264f0-1cb4-4d5c-beba-9be1b6074c4e","dimootk","transitive_verb","","protect; save something/someone","","","","","1","","","Image depicting: ","RESCUING_CAT_FROM_TREE.jpg","Image from PAP v23, Bonus Graphics CD.","Dimootgi!","Save me!","","Spoken example sentence with word: dimootk","d-dimootk-br-k-2018.wav","admin","","2003-11-17T05:55:58Z","2020-08-28T19:45:58Z"
"4abb27dd-4e73-4f47-be0d-c377f8a7a753","ła aamsg̱a̱'nak","adv","ła/*aam/sg̱a̱/*'nak","later; after a while","","Time,States","","","1","Person saying: ła aamsg̱a̱'nak","laamsga'nak-em-hb-02.wav","","","","Ła amsg̱a̱'nak da sg̱adaawłt Terry.","It's been quite a while since Terry went by.","","Spoken example sentence with word: ła aamsg̱a̱'nak","laamsga'nak-em-hb-02.wav","admin","","2003-10-19T16:37:18Z","2022-07-11T23:38:49Z"
"0d54393e-b3ec-4a05-9fa4-dd30b9263e53","a'yaa","intransitive_verb","a/*yaa","on target (of a gun, etc.), aim; accurate, reliable (said of things like guns, or of people)","","States,Tools/Implements,Fishing/Hunting,Gathering and Making","","","1","Person saying: a'yaa","ayaa-mb-k-01.wav","Image depicting: ","ON_TARGET_3.jpg","Image from PAP v23, Bonus Graphics CD.","Małdis Lits'it a'yaa na ḵ'a̱balat.","Richard said his gun is right on target.","","Spoken example sentence with word: a'yaa","ayaa-mb-k-01.wav","admin","","2012-08-14T01:57:19Z","2022-10-14T16:46:00Z"
"30678cdb-0a3d-4890-b772-9e972df71ce8","a'yaa","intransitive_verb","a/*yaa","shoots straight; deadly","","Fishing/Hunting,Gathering and Making","","","1","Person saying: a'yaa","ayaa-mb-k-01.wav","","","","Ayaam kwda̱ga 'yuuta gwii.","That man shoots straight.","","","","admin","","2012-08-14T01:57:19Z","2022-10-14T16:46:00Z"
"3e694ef3-bfc9-420e-9ee4-28fb41b35635","bilbiyaals","noun","","constellation","","","","","1","","","","","","'Niisga bilbiyaals.","Those were the constellations,","Boas, Fr 373.1","","","admin","","2018-08-20T00:10:46Z","2018-11-24T21:37:51Z"
